//编号   禁止PK   视野范围   经验倍数   物品掉率   卓越掉率   套装掉率   孔装掉率   助手   决斗地图	自攻击	自商店 	自拾取	红名	Gate   	地图
23			*		10			1000		1000			10000		0			0		0		0		0		0		0		0		17		"赤色要塞 6"
24			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 1"
25			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 2"
26			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 3"
27			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 4"
28			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 5"
29			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 6"
30			*		10			1000		1000			10000		0			0		1		0		0		0		0		0		100		"罗兰峡谷"
31			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		106		"魔炼之地"
32			*		10			1000		1000			10000		0			0		1		0		0		0		0		0		27		"恶魔广场(5~7)"
33			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		119		"幽暗森林(1~2)"
34			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		118		"狼魂要塞"
36			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		17		"卡利玛 7"
37			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		138		"坎特鲁废墟 1"
38			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		139		"坎特鲁废墟 2"
39			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		137		"坎特鲁废墟 3"
40			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		402		"GM召唤区域"
41			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		256		"巴卡斯兵营"
42			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		256		"巴卡斯休息室"
45			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 1"
46			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 2"
47			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 3"
48			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 4"
49			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 5"
50			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		17		"幻影寺院 6"
51			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		267		"幻术园"
52			*		10			1000		1000			10000		0			0		1		0		0		0		0		0		22		"血色城堡 8"
53			*		10			1000		1000			10000		0			0		0		0		0		0		0		0		17		"赤色要塞 7"
56			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		273		"安宁池"
57			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		286		"冰霜之城"
58			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		286		"孵化之地"
62			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		22		"圣诞之地"
63			*		12			1000		1000			10000		0			0		1		1		1		0		1		1		294		"囚禁之岛"
64			*		12			1000		1000			10000		0			0		0		0		0		0		0		0		294		"决斗场"
65			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		267		"生魂广场 1"
66			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		267		"生魂广场 2"
67			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		267		"生魂广场 3"
68			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		267		"生魂广场 4"
69			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		22		"帝国要塞 1"
70			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		22		"帝国要塞 2"
71			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		22		"帝国要塞 3"
72			*		12			1000		1000			10000		0			0		1		0		0		0		0		0		22		"帝国要塞 4"
79			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		333		"罗兰市场"
80			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		335		"卡伦特 1"
81			*		12			1000		1000			10000		0			0		1		0		1		0		1		1		335		"卡伦特 2"
end
