//编号   禁止PK   视野范围   经验倍数   物品掉率   卓越掉率   套装掉率   孔装掉率   助手   决斗地图	自攻击	自商店 	自拾取	红名	Gate   	地图
50			*		12			100		100			1000		0			0		1		0		0		0		0		0		17		"幻影寺院 6"
51			*		12			100		100			1000		0			0		1		0		1		0		1		1		267		"幻术园"
52			*		10			100		100			1000		0			0		1		0		0		0		0		0		22		"血色城堡 8"
53			*		10			100		100			1000		0			0		0		0		0		0		0		0		17		"赤色要塞 7"
56			*		12			100		100			1000		0			0		1		0		1		0		1		1		273		"安宁池"
57			*		12			100		100			1000		0			1		1		0		1		0		1		1		286		"冰霜之城"
58			*		12			100		100			1000		0			1		1		0		1		0		1		1		286		"孵化之地"
62			*		12			100		100			1000		0			0		1		0		1		0		1		1		22		"圣诞之地"
63			*		12			100		100			1000		0			0		1		1		1		0		1		1		294		"囚禁之岛"
64			*		12			100		100			1000		0			0		0		0		0		0		0		0		294		"决斗场"
65			*		12			100		100			1000		0			0		1		0		0		0		0		0		267		"生魂广场 1"
66			*		12			100		100			1000		0			0		1		0		0		0		0		0		267		"生魂广场 2"
67			*		12			100		100			1000		0			0		1		0		0		0		0		0		267		"生魂广场 3"
68			*		12			100		100			1000		0			0		1		0		0		0		0		0		267		"生魂广场 4"
69			*		12			100		100			1000		0			0		1		0		0		0		0		0		22		"帝国要塞 1"
70			*		12			100		100			1000		0			0		1		0		0		0		0		0		22		"帝国要塞 2"
71			*		12			100		100			1000		0			0		1		0		0		0		0		0		22		"帝国要塞 3"
72			*		12			100		100			1000		0			0		1		0		0		0		0		0		22		"帝国要塞 4"
79			*		12			100		100			1000		0			0		1		0		1		0		1		1		333		"罗兰市场"
80			*		12			100		100			1000		0			0		1		0		1		0		1		1		335		"卡伦特 1"
81			*		12			100		100			1000		0			0		1		0		1		0		1		1		335		"卡伦特 2"
end
